age,job,marital,education,balance,housing,duration,campaign,subscribed
25,2,1,3,3863,1,88,29,0
33,3,1,3,-3451,1,64,26,0
47,6,2,2,2404,1,7,10,0
23,2,2,0,2059,1,97,21,0
34,2,1,1,5351,0,250,7,0
53,4,1,1,3896,1,56,25,0
47,6,0,0,4444,0,109,11,0
31,2,0,1,2139,1,48,28,0
61,10,2,3,7470,0,98,12,1
61,5,1,0,1511,1,176,8,0
37,10,1,1,2943,1,514,1,0
48,0,2,3,115,0,762,8,1
37,0,2,0,3432,0,52,24,0
49,7,1,0,1125,1,26,25,0
45,1,1,2,2196,1,21,25,0
44,5,2,2,1538,1,104,16,0
25,11,1,3,225,1,66,15,0
35,9,1,0,5191,1,250,24,0
37,7,0,2,-2490,0,9,19,0
49,8,0,1,2758,0,182,28,0
38,3,2,1,1763,0,277,22,1
40,1,1,1,5155,1,68,22,0
43,9,2,2,-881,0,597,11,0
36,11,2,3,4728,1,204,14,0
28,0,0,3,-789,0,144,22,1
54,5,1,2,5110,1,26,23,0
39,4,2,1,4123,1,82,13,0
63,7,1,2,3971,0,1387,9,0
39,0,2,3,5262,0,498,4,0
61,0,2,0,-188,0,361,1,0
26,10,1,1,1163,1,177,2,0
47,6,2,0,-445,1,874,1,0
40,10,1,1,996,1,23,7,0
52,4,2,3,1874,1,57,22,0
35,6,2,1,-4993,0,137,27,0
46,11,1,0,-2045,1,1719,15,1
42,2,0,0,284,0,35,14,0
41,1,0,0,5022,0,76,15,0
40,2,2,3,4667,1,108,26,1
46,10,2,3,1633,0,864,14,0
39,10,1,0,539,1,159,7,0
43,11,1,2,6164,0,82,11,0
24,11,1,2,-898,0,87,26,0
38,5,1,1,1826,0,513,13,1
40,2,2,0,5549,1,76,22,0
46,3,0,1,-3255,0,222,12,0
49,7,0,1,-4101,0,8,2,0
22,2,0,1,2113,0,103,20,0
36,0,0,3,2261,0,366,19,0
36,3,2,0,-2373,1,128,29,0
43,4,2,3,4277,1,364,13,1
48,10,1,1,7592,0,10,15,0
41,11,1,1,-1361,1,372,15,0
25,11,2,3,4435,1,420,14,0
53,3,0,3,569,1,107,29,0
48,6,0,1,219,1,190,24,0
27,0,0,1,6657,0,116,10,0
19,2,0,3,545,0,149,6,0
49,2,0,1,-4572,1,175,8,0
28,8,2,0,-1639,1,87,29,0
34,8,2,1,-634,0,12,12,0
44,9,1,1,7415,0,185,7,0
52,8,1,0,1083,1,227,13,0
28,4,0,3,3333,0,64,19,0
48,8,1,2,4966,1,113,14,0
51,8,0,2,-534,0,388,1,0
40,1,2,3,-464,1,28,21,0
36,2,1,0,844,0,181,4,0
23,11,0,2,-2872,0,312,7,0
38,10,1,2,-3154,1,89,3,0
51,2,0,2,3384,0,472,18,0
46,5,0,3,4515,0,129,23,0
63,7,1,0,-1106,1,146,21,0
27,3,2,1,4567,0,65,12,0
43,5,0,0,2638,0,16,2,0
30,2,1,1,6826,0,865,16,0
28,10,0,3,-4398,1,59,9,0
36,6,2,3,2001,0,229,3,1
36,2,2,2,4837,0,417,26,0
32,5,1,2,2558,1,51,22,0
75,6,1,2,7005,1,44,24,0
51,8,1,0,-178,1,543,29,0
35,0,2,1,-4216,0,225,7,0
39,8,2,1,4814,1,170,5,0
59,10,0,0,3281,0,79,22,0
52,7,1,2,3134,1,78,11,0
48,1,2,2,235,0,227,10,0
32,0,1,1,3431,0,155,12,0
20,5,0,3,3582,0,406,21,0
37,6,0,3,1461,1,176,4,0
44,1,0,2,3669,0,424,27,0
44,3,1,2,2495,0,518,3,0
32,5,2,3,1579,0,68,27,0
24,10,2,0,-248,0,285,27,0
38,10,1,0,8038,1,372,22,1
30,0,2,0,5204,1,20,17,0
21,0,2,2,4405,1,53,5,0
43,8,2,1,-735,1,58,6,0
45,9,0,1,-4642,1,47,29,1
19,3,1,3,2194,1,437,12,0
20,8,2,2,4690,1,521,25,0
29,5,1,0,6483,1,175,29,0
29,10,0,3,2528,1,361,12,0
51,1,1,2,-3130,0,93,2,0
51,1,0,0,-2039,0,361,11,0
31,10,2,1,-1472,0,1034,22,0
41,7,0,3,-1505,1,1149,5,0
40,4,0,3,-157,0,56,7,0
40,10,0,2,43,1,9,3,0
45,7,1,2,-786,0,181,4,0
35,4,1,0,2646,0,237,13,0
38,9,1,1,3831,1,329,5,1
29,2,1,3,-13,0,188,18,0
23,11,0,0,-3983,1,209,22,0
56,3,1,1,2578,0,104,17,0
33,7,1,3,6295,0,123,22,0
40,2,2,2,2649,0,108,4,0
49,11,1,0,-7786,0,35,20,0
50,7,0,3,-1312,0,0,26,0
29,9,2,3,-1294,1,184,1,0
57,6,1,3,3005,1,272,9,0
55,0,1,0,693,1,52,11,0
54,2,1,0,1957,1,0,15,0
39,3,1,1,1674,1,264,4,0
40,1,2,0,-5301,0,227,13,0
37,0,2,1,-1585,1,28,25,0
40,8,1,0,4467,0,74,24,0
39,7,1,2,2510,1,229,9,0
34,11,0,3,-1351,1,405,19,0
52,7,2,1,1766,1,281,12,0
40,9,1,1,-3274,0,284,27,0
37,8,0,0,-838,0,32,26,0
36,3,1,2,-2138,0,185,10,0
57,10,1,2,3149,1,687,29,0
48,8,2,3,-2088,1,337,16,0
50,5,2,0,6122,0,66,17,0
34,10,1,0,-2233,1,321,29,0
65,5,2,2,5046,0,223,22,0
46,3,0,0,-3193,1,301,26,0
41,3,0,1,4340,0,364,4,0
19,11,0,1,-906,1,591,7,0
61,3,1,0,4598,1,17,28,0
34,7,0,3,1918,0,77,1,0
37,8,0,1,1860,0,3,22,0
59,11,1,0,2346,1,89,21,0
70,10,1,3,7404,0,442,26,0
25,7,1,3,-4074,0,77,8,0
38,8,0,0,2308,0,10,5,0
55,3,1,0,2346,0,181,22,0
32,10,0,3,4949,1,378,27,0
35,9,1,2,4413,0,186,6,0
34,1,2,0,2474,1,688,20,0
23,7,0,2,651,1,145,9,0
42,2,1,1,-79,1,325,20,0
28,6,1,2,1801,0,137,12,0
49,9,1,2,2613,0,69,13,0
35,4,0,3,-5377,1,552,9,0
45,8,2,0,-4,1,54,15,0
18,3,1,0,997,1,37,17,0
41,0,2,3,-2400,1,61,15,0
36,8,1,2,1645,1,437,3,0
33,11,0,2,-1542,0,169,15,0
37,4,1,1,3326,1,128,9,0
32,0,0,0,-835,0,326,29,0
46,11,1,0,1975,0,270,7,1
30,3,0,1,-3076,0,135,11,0
58,3,0,1,-1834,0,308,5,0
37,10,2,3,4373,0,578,27,0
44,2,0,0,-612,1,232,4,0
59,9,0,3,3057,1,407,21,0
28,2,1,1,5015,1,543,16,0
51,2,2,3,2383,1,459,20,0
41,9,2,2,3186,0,252,11,0
31,8,0,2,5589,1,739,28,0
41,7,1,0,5138,1,324,19,0
29,6,1,0,7388,1,171,15,1
57,7,0,0,-88,0,172,13,1
36,8,1,3,2549,0,6,28,0
51,2,1,2,1489,0,356,16,0
32,8,1,2,-2597,0,156,11,0
44,6,0,2,-3057,0,95,23,0
49,8,1,1,2934,1,33,6,0
53,3,1,3,-682,0,304,5,0
44,7,1,3,-1617,1,424,21,0
37,4,2,3,5638,0,201,24,0
77,0,2,3,-658,0,15,24,0
44,7,1,3,464,1,77,17,0
40,8,2,1,589,0,15,1,0
45,11,1,2,-3111,1,18,16,0
47,0,2,1,2003,1,67,8,0
48,5,0,2,-807,0,48,13,0
53,5,0,2,2338,1,203,15,0
42,10,0,0,1922,1,204,6,0
43,4,0,0,-3626,1,492,8,0
66,0,0,1,-4081,1,85,7,0
32,0,1,3,-2240,0,174,4,0
33,11,2,0,1435,0,134,24,0
34,5,0,2,3059,0,687,28,1
34,1,2,1,-453,0,349,22,0
46,9,1,1,3247,1,232,12,0
33,1,0,2,-2701,0,117,2,0
60,6,0,1,-1642,0,188,21,0
43,8,0,0,2396,1,376,17,0
57,9,1,3,306,0,515,15,0
57,2,2,2,2240,1,68,7,0
24,10,2,2,1893,0,530,4,0
45,10,2,1,3754,0,92,23,0
54,10,1,2,3534,1,810,9,0
20,7,0,0,597,1,10,10,0
42,11,1,0,-834,0,115,14,0
32,3,0,0,4154,0,55,9,0
35,0,2,2,2834,1,210,14,0
30,5,0,2,-6933,1,29,22,0
24,7,1,0,3255,0,14,16,0
48,6,2,2,53,1,4,16,0
28,4,2,3,-2384,0,18,2,0
52,7,2,3,3150,0,127,28,0
49,10,0,3,-1183,0,17,27,0
32,7,0,0,3557,0,214,29,0
37,2,2,1,559,0,130,28,0
51,5,1,0,6949,0,120,28,0
45,0,1,3,3440,0,96,11,0
51,1,1,2,3558,0,595,27,0
42,5,0,1,-814,1,28,25,0
47,1,1,3,-2724,1,19,13,0
33,2,0,3,4410,0,74,26,0
39,11,1,0,7834,1,972,1,1
29,1,1,3,1225,1,96,29,0
39,4,0,2,3538,1,490,4,0
29,1,0,0,2119,0,349,21,0
55,6,0,3,1703,1,387,3,0
31,1,1,3,1313,0,392,29,0
31,8,1,1,-2064,0,458,9,0
54,2,1,3,1072,0,21,4,0
53,2,0,1,2374,1,12,28,0
38,9,2,0,-705,1,12,19,0
32,5,1,3,3239,1,246,8,0
52,0,1,1,6474,0,76,5,0
25,4,2,3,5279,0,132,4,0
66,4,2,0,7797,1,88,21,0
44,4,2,3,1571,1,424,3,0
35,2,2,1,945,1,329,18,0
60,2,0,2,811,1,4,29,0
37,7,1,0,1680,0,106,13,0
49,11,0,2,-3602,0,4,22,0
28,10,2,1,4618,1,451,22,1
42,11,0,1,4390,1,121,11,0
27,1,1,2,838,1,143,14,0
58,2,2,2,3207,0,426,13,0
34,6,2,0,2145,0,58,4,0
39,8,1,3,2577,0,151,29,0
44,3,0,3,189,1,829,21,0
35,4,0,1,-49,0,429,23,0
31,1,1,1,800,1,106,24,0
22,4,1,1,7117,0,159,26,0
55,10,2,0,2956,1,462,11,0
18,2,2,2,2583,1,29,3,0
52,5,0,3,-223,0,110,16,0
50,0,0,0,-1452,1,319,23,0
33,2,0,3,3090,1,293,2,0
21,2,0,3,5588,1,291,5,0
40,8,1,3,5046,0,219,25,0
27,10,0,0,1744,0,612,23,0
31,8,0,1,1762,0,97,4,0
33,2,0,2,100,1,163,5,0
40,11,2,2,-335,1,544,8,0
52,4,1,1,2499,1,656,1,0
46,2,2,2,-1125,0,969,23,0
43,11,2,3,3621,0,13,4,0
36,11,2,0,1716,1,6,29,0
35,0,2,3,3012,1,244,13,0
60,8,0,2,4742,0,36,18,0
44,11,0,1,1502,1,738,27,0
37,4,2,2,-4631,0,246,27,0
38,5,1,2,1404,1,69,27,1
52,11,0,3,-2557,0,684,24,0
23,11,1,1,1629,0,113,13,0
53,8,0,1,1793,0,170,26,0
41,8,2,3,1618,1,24,24,0
49,3,1,1,2671,0,255,24,0
45,8,0,3,1801,0,148,28,0
36,6,1,0,-1191,1,229,16,0
30,2,2,1,1089,0,126,6,0
46,7,2,0,-1355,1,230,7,0
55,2,2,2,-2578,1,113,4,0
43,0,1,2,4487,0,64,6,0
28,5,2,2,3116,0,816,28,0
30,5,0,0,-2957,1,284,3,0
56,7,2,2,-631,0,688,28,0
43,9,2,0,2761,1,62,19,0
18,1,0,0,1480,1,71,7,0
23,3,0,3,471,0,357,18,0
45,10,0,1,6036,0,340,7,0
46,0,1,0,1976,1,77,4,0
18,10,2,1,-2266,1,471,5,0
41,2,2,2,8274,0,86,20,0
52,11,1,3,2651,1,393,22,0
31,8,2,1,7936,0,118,5,0
25,8,1,0,272,0,126,3,0
45,5,1,2,6882,1,282,19,0
46,4,0,3,1323,0,772,10,1
54,2,1,0,2886,1,75,12,0
36,11,2,0,-2118,1,331,12,0
47,0,0,1,3884,0,166,14,0
49,9,2,1,5652,0,70,24,0
32,2,2,2,3886,0,43,1,0
18,1,0,3,4817,0,482,17,1
28,1,2,1,6223,0,136,3,0
42,10,0,1,220,0,50,19,0
32,7,0,2,4427,0,127,18,0
61,2,2,3,-5298,0,490,16,0
42,9,1,3,1980,1,470,28,0
29,5,0,1,-617,0,674,6,0
59,2,1,3,-619,1,67,4,0
61,0,1,2,3716,1,240,25,1
40,1,0,0,6046,0,63,18,0
45,8,0,1,1805,1,30,20,0
66,5,2,2,-446,1,154,26,0
23,9,1,2,3246,0,2,6,0
45,0,1,3,-1410,1,523,14,0
40,10,0,0,3145,0,245,23,0
31,9,0,0,791,0,27,7,0
49,6,2,0,5145,0,233,27,0
42,2,0,0,3669,0,191,8,0
61,8,2,3,4165,1,101,13,1
52,7,2,3,1360,1,63,6,0
39,11,0,3,4543,0,57,23,0
51,5,0,1,-4341,1,104,9,0
30,1,2,2,2740,0,263,13,1
74,10,0,1,2984,1,294,17,0
47,0,1,1,-2191,1,494,27,0
33,8,0,2,-200,0,627,27,1
42,4,0,2,6863,1,149,8,0
32,9,2,2,7502,0,98,25,0
54,10,0,3,-2171,1,473,5,0
31,11,0,1,-1015,0,2,19,0
44,8,0,2,3852,1,23,4,0
38,6,1,2,3277,1,17,28,0
33,8,1,0,-3944,1,217,12,0
39,4,1,0,3449,0,744,5,1
56,9,2,3,-1286,1,429,12,0
31,0,1,1,3346,1,92,26,0
41,0,0,0,2801,1,121,26,0
28,7,2,1,1031,0,28,20,0
18,9,1,1,2638,1,303,24,0
57,5,0,3,1075,0,89,27,0
18,0,2,2,2378,1,278,18,0
35,1,1,2,-1288,0,166,24,1
18,2,1,2,1752,1,563,18,0
48,2,0,1,-1408,0,125,3,0
25,8,2,2,7,0,351,13,0
48,10,1,2,2916,1,111,24,0
57,8,1,2,2935,1,371,21,0
29,11,1,0,5286,1,26,15,0
30,6,2,1,639,1,359,28,0
62,9,2,0,3132,1,143,3,0
21,7,1,1,8219,0,252,19,0
64,2,0,2,3189,1,221,22,0
31,6,2,1,-51,0,188,6,0
37,9,2,2,2665,0,188,26,0
47,0,0,3,-6573,1,20,6,0
43,10,0,2,-1554,1,543,24,0
40,9,2,2,3884,1,648,21,1
33,9,1,1,47,0,30,18,0
48,4,1,2,-1813,0,67,5,0
35,11,2,3,1534,0,441,7,0
27,4,2,1,2638,0,124,17,0
53,1,1,3,-2820,1,52,16,0
57,8,2,0,3476,1,346,13,0
54,5,1,2,-3033,0,419,2,0
42,11,2,3,914,1,434,18,0
45,8,2,3,-391,0,588,25,0
50,7,2,1,-1676,0,231,29,0
36,4,2,0,828,0,365,28,0
46,2,1,1,3878,0,279,12,0
27,6,2,0,-2411,1,68,27,0
48,8,0,2,3259,1,151,13,0
45,1,2,0,-1607,1,261,26,0
45,8,1,1,-1291,1,242,15,0
24,7,2,1,7141,0,22,26,0
54,3,2,3,9,0,99,2,0
19,8,0,0,3560,0,3,15,0
39,4,0,3,2798,1,63,28,1
45,2,1,1,2684,1,152,29,0
43,10,2,0,144,0,167,10,0
27,5,1,1,-1387,1,88,21,0
63,1,2,0,74,1,89,9,0
23,8,2,1,1339,1,121,21,0
58,2,0,0,3671,0,318,29,0
18,4,1,1,1050,0,284,4,0
23,9,0,3,1657,0,684,13,1
39,11,2,2,4015,1,305,9,1
28,4,0,0,3062,1,590,9,0
48,5,2,3,2124,0,17,24,0
48,6,1,0,16,1,782,18,0
52,11,2,2,-1435,1,11,11,0
33,8,2,1,-892,0,73,20,0
49,3,2,2,-3141,0,0,14,0
62,9,2,3,-1817,0,136,23,0
55,4,0,0,3298,1,62,5,0
24,4,1,2,5772,1,152,25,0
59,1,2,2,-114,1,7,10,0
52,9,0,1,-856,0,148,6,0
33,3,1,2,-1105,1,125,7,0
49,10,2,0,2248,1,193,13,0
30,3,1,2,3967,1,62,28,0
52,1,2,0,234,0,932,29,0
43,11,1,0,4805,0,161,7,0
25,4,2,2,3111,1,401,12,0
18,11,0,3,-2396,0,69,18,0
42,5,2,3,6613,0,521,8,0
44,7,0,2,3653,1,223,23,0
29,10,1,1,-100,0,713,16,1
21,2,1,2,5541,1,75,18,0
42,9,0,2,-214,1,49,28,0
63,7,0,0,1380,0,38,1,0
32,6,2,1,2241,0,180,15,0
26,11,1,2,-1465,0,70,1,0
27,6,2,1,-2868,1,623,16,0
45,1,0,3,-4038,0,77,11,0
56,10,1,0,2109,1,397,25,0
43,7,1,1,-1022,1,250,7,0
29,4,1,3,-229,0,15,23,0
49,5,1,3,-181,1,949,20,1
29,6,1,2,5477,0,263,24,0
46,3,1,3,64,0,930,16,0
37,8,1,2,2663,1,195,3,0
48,9,0,1,-3665,1,435,27,1
41,3,0,3,972,0,61,7,0
50,1,0,2,1985,0,178,22,0
49,4,1,1,-1344,1,1,1,0
39,2,2,0,-315,1,113,15,0
25,11,2,2,1841,1,48,28,0
31,5,0,3,3267,0,76,14,0
23,10,2,1,-94,0,320,23,0
58,10,2,1,3003,1,308,1,0
29,11,1,3,1726,1,428,27,0
27,6,0,1,326,1,60,25,0
19,1,2,0,-5223,0,49,1,0
51,8,1,0,9353,1,316,24,0
32,9,2,0,813,0,270,6,0
41,6,1,2,-1388,1,206,7,0
48,6,2,2,6947,0,703,18,1
40,6,1,2,4716,1,70,5,0
37,4,0,2,2891,1,0,11,0
23,8,1,0,-1510,0,29,22,0
51,6,1,3,4437,0,78,24,0
26,7,0,1,397,1,562,29,0
40,3,0,2,-20,1,85,29,0
42,1,0,0,-1790,1,159,19,0
59,5,2,1,688,0,34,11,0
41,6,2,0,666,1,7,23,0
51,0,0,1,3921,1,22,13,0
25,6,1,2,-85,1,36,26,0
39,5,2,2,10388,1,394,10,0
42,10,0,0,3138,1,116,6,0
34,2,0,0,2385,0,136,7,0
23,6,1,1,-2250,0,328,20,0
31,10,2,3,3731,0,241,13,0
29,6,1,2,3398,1,160,28,0
45,7,2,1,-1330,1,52,16,0
20,6,0,3,1876,0,33,19,0
29,9,0,1,3607,0,40,26,0
47,1,1,1,-403,0,492,25,0
20,3,1,3,-4983,1,59,13,0
36,3,0,1,675,0,365,8,0
44,11,2,3,5197,0,36,1,0
34,3,0,1,2153,1,356,7,0
46,5,0,0,4376,0,297,16,0
39,1,2,0,885,1,1122,20,0
29,4,0,1,3024,0,363,13,0
45,9,2,3,2884,0,531,6,0
60,11,1,1,3001,1,0,23,0
43,3,2,3,6690,0,1066,4,0
47,3,2,0,-3223,1,691,22,0
24,1,2,2,5389,1,178,7,0
38,8,0,1,113,1,256,14,0
38,8,1,0,6492,0,536,9,0
52,4,0,0,2124,1,897,3,0
32,10,2,3,1112,1,63,22,0
33,7,2,1,-3520,0,570,5,1
38,8,0,0,-1105,1,333,29,0
41,7,2,3,-3397,0,282,20,0
60,5,1,2,1014,1,614,24,0
27,3,2,0,125,1,26,15,0
27,4,0,2,2145,1,817,28,0
57,0,2,3,3420,1,370,5,0
44,11,2,3,3469,1,473,10,1
45,2,1,0,-346,0,239,25,0
34,9,2,3,-1378,1,96,26,0
28,0,2,0,279,1,318,22,0
36,1,1,3,-3466,0,564,28,0
20,4,2,2,2473,1,531,13,0
44,11,0,0,-308,0,30,21,0
48,7,2,2,1941,1,21,18,0
36,9,0,1,1156,1,321,22,0
40,4,2,1,-5030,0,21,12,0
38,9,2,2,-327,1,107,29,0
36,10,1,0,4174,1,61,14,0
37,2,0,3,-6978,1,379,11,1
26,6,2,0,136,1,653,27,0
38,2,1,1,1504,0,9,11,0
31,0,2,3,-2053,0,300,21,0
42,1,0,2,390,0,135,4,0
36,10,0,0,-5367,1,14,2,0
44,8,2,3,-2722,0,139,12,0
34,9,1,3,6911,0,74,2,0
36,1,2,1,225,1,291,24,0
50,10,0,1,6919,1,570,1,0
52,11,1,2,-2065,1,636,8,0
27,1,0,1,533,0,101,27,0
66,3,2,0,-409,1,334,20,0
36,5,1,0,3944,0,429,6,0
54,11,0,3,-2795,1,13,28,0
28,11,1,0,1421,1,386,16,0
50,11,2,3,3037,0,58,19,0
38,2,0,2,583,0,116,22,0
27,7,1,2,3694,1,112,28,0
52,3,1,2,952,1,373,12,0
36,5,2,0,-944,1,61,21,0
53,2,2,3,-3059,0,58,27,0
48,7,1,1,-2372,1,38,16,0
31,9,0,0,1104,0,297,27,0
41,2,1,1,645,1,192,19,0
31,6,1,3,-2222,1,130,13,0
45,1,0,3,2046,1,207,28,0
23,11,1,0,4870,1,175,3,0
53,4,0,2,-4942,1,30,1,0
30,2,2,3,-284,1,48,12,0
27,10,1,0,3283,1,612,24,0
33,0,2,0,-3293,1,199,10,0
43,11,1,1,-443,1,533,11,0
52,4,2,3,-5930,0,542,5,0
56,11,0,3,1027,0,126,8,0
49,5,2,1,6129,1,278,6,0
52,11,1,3,4183,1,78,17,0
28,7,0,2,2599,1,732,11,0
49,4,1,1,3958,1,136,28,0
52,8,2,3,412,0,610,18,0
39,2,0,0,-2622,1,250,18,0
33,2,2,0,2564,1,1527,15,1
24,0,1,0,1593,1,289,21,0
31,10,0,2,4581,1,529,18,0
25,9,0,1,1587,1,838,29,0
21,10,1,0,7212,0,69,21,0
38,5,2,2,-839,1,35,17,1
42,3,1,1,4599,0,87,2,0
38,4,2,0,1728,0,394,19,0
41,4,0,2,4102,1,147,14,0
42,5,1,0,-730,1,1454,18,1
47,2,1,2,1673,1,288,11,0
24,1,1,0,-3260,0,137,2,0
33,11,2,1,5048,1,122,17,0
40,0,2,0,4261,0,79,26,0
48,11,2,2,149,1,474,7,0
47,8,0,2,864,1,3,8,0
39,3,2,0,3474,0,102,19,0
44,5,0,2,1314,1,1,23,0
27,2,0,0,-642,1,324,9,0
51,3,1,1,-9,0,200,2,1
54,4,1,3,2843,0,431,17,0
41,10,2,1,7403,1,44,25,0
32,11,1,1,1559,0,75,6,0
39,5,0,3,2285,1,28,2,0
39,11,1,3,-62,0,272,17,0
38,10,2,3,3643,0,393,4,0
39,8,0,1,2153,0,190,14,0
35,2,1,1,-646,1,640,11,0
37,0,2,2,5145,1,70,14,0
44,7,2,0,3240,0,182,26,0
18,2,0,3,1528,1,859,17,1
34,3,2,2,1038,0,30,1,0
45,0,2,3,-934,1,86,17,0
24,1,0,0,4512,1,120,11,0
40,8,2,0,-4748,1,178,26,0
42,1,1,2,-42,0,273,27,0
39,10,0,3,2554,0,597,26,0
52,5,1,2,-699,1,210,8,0
38,9,1,0,773,0,188,28,0
18,7,1,1,-2084,0,314,28,0
42,0,0,0,7102,1,170,22,0
31,9,0,2,4418,1,81,7,0
57,9,1,3,-2874,1,92,17,0
34,5,0,3,3028,1,166,13,0
27,7,1,2,2491,1,106,14,0
60,3,1,2,4849,0,924,7,1
50,0,2,3,-1421,0,147,7,0
42,5,1,2,106,0,282,23,0
48,0,2,0,5803,0,651,5,0
22,11,2,1,6910,1,140,27,0
62,1,2,3,4442,1,86,1,0
37,5,1,1,3282,0,71,5,0
44,7,1,2,912,0,665,8,1
40,5,0,3,3934,1,298,1,0
49,3,1,3,2671,1,71,15,0
40,1,2,3,5936,0,339,3,0
64,9,2,1,1944,0,711,18,1
45,5,0,0,731,0,53,24,0
41,4,1,3,-995,1,111,11,0
53,11,1,2,-1731,1,725,15,0
26,2,2,2,2486,1,23,28,0
41,4,1,0,2023,1,108,4,0
18,3,2,0,2281,0,194,26,0
30,1,2,2,428,1,93,22,0
36,0,0,2,7122,1,132,9,0
34,9,1,2,622,1,73,12,0
52,9,2,0,1626,1,303,8,0
41,0,2,2,-1704,0,14,2,0
42,6,1,2,-575,1,97,27,0
23,10,1,2,2858,1,190,9,0
33,3,1,2,2401,0,1009,24,0
49,9,2,3,-1004,1,44,1,0
53,8,0,3,1981,1,14,29,0
35,4,2,3,2280,0,99,1,0
58,9,0,0,724,1,912,4,0
26,3,0,1,2119,0,50,11,0
48,5,0,1,3550,1,312,14,0
18,2,0,2,432,1,83,13,1
22,2,2,1,-2172,1,171,6,0
60,11,1,1,3935,1,121,11,0
20,1,2,0,-6563,1,825,13,0
58,1,0,2,1803,1,94,20,0
49,11,0,0,1842,1,24,12,0
58,7,1,0,-1270,1,501,7,0
40,3,1,1,1468,0,255,25,0
31,0,0,2,-1139,1,83,16,0
47,0,1,2,4329,1,335,4,1
40,7,2,1,4382,1,253,20,0
18,7,1,0,3959,1,201,13,0
46,11,2,3,-1388,0,284,20,0
36,0,1,0,7197,0,642,3,1
57,2,2,3,-1447,1,165,28,0
22,9,2,1,2146,0,15,25,0
32,4,2,2,2275,1,153,23,0
46,9,0,2,-35,0,38,17,0
42,10,0,2,-4125,1,213,2,0
38,6,1,1,2037,1,254,5,0
44,9,1,0,4457,0,188,25,1
42,1,1,3,4461,1,89,13,0
39,7,2,1,1228,0,186,13,0
46,4,1,3,3925,0,355,22,0
38,8,0,1,6503,1,77,21,0
36,2,0,2,2543,1,1744,4,1
35,0,2,2,2673,1,658,18,0
33,0,1,3,6714,1,454,8,1
53,1,2,0,-3781,0,966,19,0
23,10,1,3,797,1,178,28,0
27,5,0,2,2052,1,80,1,0
35,7,0,3,860,0,381,2,0
69,7,1,1,5586,0,12,11,0
42,10,2,3,1178,0,446,9,0
34,4,0,3,-1146,0,14,10,0
49,1,2,3,6193,1,15,27,0
41,11,0,2,1784,1,263,14,0
42,7,2,2,3990,0,644,13,0
32,9,1,0,2470,1,189,19,0
34,9,0,2,521,0,326,12,0
28,5,2,1,-535,0,652,2,1
36,11,2,3,7563,1,332,4,0
34,11,0,1,2164,1,213,14,0
44,1,0,3,3268,1,406,1,0
36,11,2,3,5541,0,33,1,1
61,0,1,1,941,0,315,9,0
30,1,1,1,3537,1,406,27,0
50,2,0,1,-935,0,40,4,0
30,1,2,3,4459,1,31,26,0
44,10,1,2,-623,0,896,26,1
50,0,2,2,799,1,17,22,0
18,3,1,1,2499,0,63,6,0
55,7,2,3,181,0,539,10,1
23,5,1,2,2709,0,658,28,0
53,11,2,0,5683,0,8,14,0
32,0,1,2,-606,0,130,14,0
22,6,2,3,-1191,0,198,18,0
23,6,1,3,2422,1,315,11,0
56,3,1,0,2160,1,4,21,0
51,4,2,0,-1817,0,174,16,1
35,5,0,2,2150,1,161,16,0
29,1,0,2,6375,1,848,24,0
37,1,2,0,-3438,1,148,19,0
35,1,2,1,-1530,0,38,24,0
76,0,0,0,1462,1,321,15,0
54,1,2,3,701,1,231,26,0
58,11,1,2,1265,0,502,14,0
44,1,2,2,-2889,0,311,2,0
49,4,1,0,-761,1,46,19,0
45,10,2,2,3707,0,112,21,0
42,4,1,0,-447,0,26,13,0
39,6,1,2,1459,0,140,28,0
49,2,0,0,-355,1,203,27,0
35,4,1,3,1053,0,13,8,0
56,7,2,0,-2355,1,372,4,0
33,9,1,3,1807,1,248,16,0
24,6,2,0,-3487,0,458,16,0
30,6,2,3,2880,1,112,29,0
48,0,1,3,3302,1,1299,27,1
43,2,1,3,6307,0,66,12,0
27,2,0,3,1348,1,233,24,0
27,3,0,3,4581,1,92,23,0
38,0,0,0,5936,0,111,7,0
33,0,2,1,2041,0,454,10,0
40,1,2,3,5626,1,31,15,0
34,6,0,1,1128,1,285,9,0
33,9,0,1,1544,1,147,22,0
29,2,1,3,8343,1,264,3,1
41,6,2,2,-535,0,171,25,0
35,5,1,2,1907,0,242,4,1
34,10,1,3,3970,1,206,14,0
54,1,2,3,386,1,145,12,0
39,7,1,1,6603,1,276,25,0
57,8,0,0,1996,0,92,15,0
40,8,2,1,2924,1,210,17,0
28,4,2,0,4093,0,686,19,1
26,1,0,2,-4164,0,143,13,0
50,6,2,3,-3906,1,188,10,0
18,8,1,3,-1136,0,862,3,1
46,2,2,3,323,0,52,5,0
46,9,0,1,6452,1,94,27,0
58,0,2,0,1570,1,15,6,0
44,7,2,3,4729,1,603,20,0
30,9,1,0,4209,0,99,11,0
51,8,2,2,4184,0,612,5,1
44,2,0,2,-102,1,13,7,0
19,1,0,2,522,1,351,28,0
22,2,1,1,971,0,15,13,0
53,11,0,1,1460,1,316,3,0
48,2,2,2,6160,0,176,15,0
29,9,1,1,582,0,519,12,0
41,0,1,3,-4123,1,286,14,0
42,6,1,1,4770,0,83,12,0
42,10,1,1,3299,0,140,1,0
