age,education_num,hours_per_week,capital_gain,capital_loss,occupation,marital_status,gender,race,income
65,7,65,0,0,5,6,0,4,0
69,7,35,0,0,0,0,1,0,1
41,13,35,0,0,0,0,1,4,0
40,11,44,0,0,9,6,1,4,0
83,12,47,0,0,9,1,1,4,1
60,8,35,0,0,7,6,1,4,0
68,10,61,0,0,4,6,1,4,0
37,10,43,0,0,2,4,1,4,0
62,9,31,0,0,1,0,1,4,0
73,10,46,0,0,3,4,0,4,0
36,8,58,0,0,11,6,1,4,0
33,10,40,0,0,6,0,1,4,1
43,13,48,0,0,13,1,0,4,0
89,13,51,0,0,4,0,0,4,0
70,9,38,0,0,4,0,1,4,0
36,9,39,0,0,5,1,1,4,0
42,11,37,0,0,5,0,1,4,1
46,13,41,0,0,12,0,1,0,0
59,9,46,0,0,0,0,1,4,0
70,16,40,0,0,3,4,0,4,0
64,11,55,0,0,1,0,1,4,1
46,10,45,0,0,1,1,1,4,0
41,13,40,0,0,2,0,0,4,1
71,8,37,0,0,5,4,1,4,0
35,12,25,0,0,7,0,0,4,0
48,11,50,0,0,10,4,0,4,0
35,6,35,0,0,3,0,1,4,0
44,6,37,0,0,8,0,1,4,0
67,9,32,0,0,7,0,1,4,0
49,8,38,0,0,13,0,0,4,0
38,6,18,0,0,2,0,1,4,0
70,9,40,0,0,9,1,0,2,0
54,12,60,0,0,12,0,1,4,1
56,8,26,0,0,1,6,0,4,0
61,11,50,25000,0,4,1,1,4,0
49,10,51,0,0,5,0,0,4,0
44,12,16,0,0,6,5,1,4,0
36,9,46,0,1000,10,0,1,4,0
61,11,47,0,0,13,1,1,4,0
56,11,30,0,0,1,4,1,4,0
42,6,24,0,0,7,0,1,4,0
35,10,40,0,1500,7,0,1,4,0
67,11,57,0,0,1,0,0,0,0
49,13,59,0,1000,0,0,1,4,1
83,16,53,0,0,5,0,1,4,1
62,9,64,0,0,4,4,0,4,0
46,9,39,0,0,5,0,1,4,0
46,9,39,0,0,3,0,1,4,0
43,7,55,0,0,5,1,0,4,0
49,11,14,0,0,5,0,1,4,1
47,10,39,0,0,5,0,1,4,0
76,8,19,0,0,2,0,1,4,1
62,12,45,0,0,4,2,1,4,1
75,6,57,7000,0,5,0,0,0,0
82,6,33,0,0,12,0,1,4,1
46,12,42,0,0,8,0,1,0,1
34,11,19,0,0,11,0,1,4,1
36,12,42,99999,0,2,6,1,4,0
68,12,46,0,0,3,0,1,4,0
45,11,34,0,0,6,6,1,4,0
35,13,51,0,0,2,0,0,4,1
46,16,42,0,0,2,6,1,4,1
48,8,52,0,0,0,4,1,4,0
31,9,21,0,0,7,0,1,4,0
36,11,36,0,0,0,0,1,4,1
49,11,34,0,0,0,6,1,4,0
44,12,38,0,0,5,6,0,4,0
53,9,29,0,0,3,6,1,4,0
63,11,37,0,0,1,6,1,4,1
47,11,29,0,0,3,1,0,0,0
54,12,46,0,0,1,1,1,4,1
80,7,28,10000,0,2,4,1,4,0
46,11,36,0,0,12,6,0,4,0
42,11,29,0,0,1,1,1,0,0
35,9,38,25000,0,7,4,0,4,0
54,11,34,0,0,6,1,0,4,0
41,10,37,1000,0,8,4,0,4,0
64,9,15,0,0,1,0,1,4,1
38,12,39,0,0,1,5,1,4,1
67,9,36,0,1000,6,0,1,4,0
72,5,21,0,0,0,0,0,4,0
45,8,36,0,0,6,0,0,4,0
49,12,17,0,0,2,5,1,4,0
31,11,56,2000,0,13,1,0,4,0
40,10,33,25000,0,2,3,1,2,0
68,11,31,0,1500,8,6,0,4,0
59,6,41,0,0,4,2,0,4,0
44,8,39,0,0,6,4,1,4,0
43,14,42,0,0,10,6,1,0,1
63,10,26,25000,0,1,4,0,2,0
77,11,45,0,0,0,0,0,4,1
65,9,30,0,0,0,0,1,4,1
53,12,41,0,0,0,4,1,4,1
50,14,33,0,0,0,0,1,4,1
52,10,16,0,0,11,1,0,4,0
79,6,44,0,0,2,6,0,4,1
72,10,58,0,1500,2,6,1,4,1
62,13,59,0,0,3,6,0,4,0
47,7,32,0,0,0,6,1,4,0
50,6,18,0,0,3,4,0,4,0
66,11,39,0,0,3,0,1,4,1
55,8,57,0,0,11,0,0,4,0
44,4,60,0,0,7,6,1,4,0
50,9,25,0,0,2,0,1,4,0
40,15,27,0,0,6,0,1,0,0
43,11,16,0,0,0,0,1,4,0
39,13,41,0,0,6,0,1,2,1
30,7,26,0,0,4,6,1,4,0
53,11,32,0,500,1,0,0,2,1
35,9,31,0,0,9,1,1,4,0
60,8,23,0,0,5,0,1,4,1
63,8,22,0,0,9,4,0,0,0
42,12,55,5000,0,6,6,1,4,0
52,15,61,0,0,5,0,1,4,1
42,12,49,0,0,8,0,1,4,1
55,6,38,99999,0,1,0,1,4,0
39,9,47,0,0,12,0,0,0,0
46,6,53,0,0,5,4,0,4,0
42,6,48,0,0,7,4,1,4,0
35,11,45,0,0,6,0,1,4,1
36,7,55,0,0,8,0,0,4,0
54,12,52,1000,0,4,4,0,0,0
62,11,33,0,0,6,0,0,4,1
39,9,46,0,0,1,0,1,4,0
40,7,58,0,0,4,6,0,4,0
65,12,45,0,0,9,0,0,4,0
49,8,39,0,0,6,0,1,4,0
57,11,52,0,0,9,0,0,0,0
63,7,65,0,0,4,4,0,4,0
69,9,38,0,0,12,0,1,4,0
45,16,53,0,0,2,1,1,4,0
51,8,36,0,0,0,1,0,4,0
39,8,53,0,0,8,6,1,4,0
47,6,37,0,0,6,1,0,4,0
68,12,28,0,0,10,4,1,3,1
85,16,41,0,0,0,1,1,4,1
63,7,45,0,0,0,6,1,4,0
32,8,45,0,0,6,0,1,4,0
33,12,61,0,0,4,2,0,4,0
48,11,48,1000,0,4,0,1,4,0
44,12,18,0,0,5,5,1,4,1
40,7,50,0,0,6,5,1,4,0
53,7,64,0,0,11,6,1,4,0
66,9,65,0,0,8,0,1,4,0
51,9,63,0,0,2,6,1,4,0
43,14,18,0,1500,0,4,1,4,1
41,9,33,0,0,11,1,0,4,0
40,12,43,25000,0,0,6,1,4,1
26,8,50,0,0,5,4,1,4,0
73,12,65,0,0,0,0,1,4,1
53,14,57,5000,0,10,0,1,4,1
55,13,41,0,0,9,0,1,4,1
65,14,50,0,1500,3,0,1,4,1
70,8,63,0,0,3,1,0,4,0
52,8,49,0,0,12,6,1,4,0
61,5,37,0,0,5,4,0,4,0
33,10,48,0,0,5,6,0,4,0
80,8,65,1000,0,2,4,0,4,0
72,8,40,0,0,3,6,1,4,0
33,8,57,0,0,3,6,0,4,0
44,13,32,0,0,4,6,0,4,1
35,12,29,0,0,2,0,1,0,1
77,12,37,0,0,2,4,1,4,1
61,5,68,99999,0,3,6,1,4,0
38,11,32,0,0,2,1,0,0,0
53,15,57,0,0,7,6,0,4,0
45,9,50,0,0,5,6,0,4,0
54,8,41,0,0,5,0,1,4,0
81,5,10,0,0,1,6,1,4,0
41,8,48,0,0,5,0,1,4,0
58,8,41,0,0,5,3,1,4,0
39,10,32,10000,0,0,1,1,4,0
44,10,51,0,0,2,0,0,4,0
64,10,31,0,0,6,0,1,4,1
40,7,39,0,0,2,4,0,4,0
70,10,48,0,0,3,6,0,4,0
31,11,52,0,0,4,0,0,4,1
52,12,55,0,0,1,1,1,4,1
28,9,47,0,0,7,4,1,0,0
41,12,31,0,0,0,6,1,4,0
51,11,30,0,0,8,0,1,4,0
56,11,23,0,0,3,3,1,4,1
56,11,30,0,0,3,4,0,2,0
63,8,32,0,0,5,6,1,4,0
63,11,37,0,0,10,0,1,4,0
69,11,46,0,0,4,4,1,4,1
62,10,38,0,0,3,4,0,4,0
87,15,41,0,2000,9,0,1,4,1
67,9,25,0,0,9,0,1,4,1
74,10,40,0,0,12,6,1,4,0
52,10,53,0,0,0,0,1,4,0
55,8,52,0,0,8,4,1,4,0
58,10,27,0,0,10,0,1,4,0
67,7,40,0,0,4,0,1,4,0
87,9,38,0,0,4,6,1,4,0
43,5,28,0,0,1,2,1,0,0
56,11,36,0,0,8,6,1,4,0
57,10,45,2000,0,0,0,1,4,1
38,11,32,0,0,0,0,0,4,0
58,13,52,10000,0,6,0,0,4,0
27,7,48,0,0,1,6,1,4,0
37,9,41,0,0,5,0,1,4,1
69,7,39,25000,0,2,0,1,4,0
31,15,52,0,0,2,6,1,4,0
51,11,9,0,0,1,0,0,0,0
32,7,48,0,0,3,0,1,4,0
37,12,43,0,0,0,6,1,4,0
56,10,42,0,0,10,6,0,4,0
46,14,31,0,0,2,0,1,0,1
61,12,52,0,0,8,6,1,4,1
37,7,33,0,0,5,1,1,4,0
60,13,51,0,0,4,6,0,0,0
61,11,43,0,0,7,5,1,0,0
38,12,55,0,0,8,0,1,4,0
59,8,51,7000,0,3,0,1,4,0
41,10,49,0,0,6,4,1,4,0
40,9,21,0,0,0,0,1,4,0
53,15,31,0,0,12,6,1,4,0
48,12,24,0,0,3,0,1,4,0
56,10,32,25000,0,1,6,1,4,1
56,9,44,0,0,8,0,0,4,1
62,15,35,0,0,7,2,0,4,0
52,9,45,0,0,3,2,0,4,0
51,12,28,0,2500,3,5,0,4,0
62,11,43,0,0,3,0,1,4,0
45,12,26,0,0,5,0,0,4,0
53,11,31,0,0,2,3,1,4,0
53,12,52,0,0,5,4,1,0,0
53,11,61,0,0,6,0,1,0,1
86,11,49,0,0,8,0,1,4,0
49,12,35,0,0,0,0,1,4,1
26,10,41,0,0,8,0,1,4,0
53,10,46,0,0,7,0,1,4,0
43,11,42,0,0,3,6,1,4,0
52,9,36,0,0,6,6,1,4,0
71,10,33,0,0,10,0,1,4,0
53,11,30,0,0,5,1,1,4,1
42,10,24,0,0,0,0,1,4,1
37,4,24,0,0,3,4,1,4,0
61,10,58,0,0,0,4,1,4,0
62,10,28,99999,0,1,0,0,4,0
89,14,35,0,0,4,3,1,4,1
67,13,30,0,0,0,0,1,4,1
46,10,35,0,0,8,4,1,4,0
35,12,42,0,0,1,0,1,4,1
61,12,60,0,0,2,0,0,4,1
47,7,58,0,0,6,6,0,4,1
70,11,31,0,0,4,0,1,4,1
64,11,44,0,0,0,1,0,0,0
47,9,45,0,0,5,1,1,0,0
47,9,39,0,0,4,0,1,4,0
47,14,33,0,0,5,4,1,4,0
53,12,50,0,0,1,6,1,2,0
77,9,41,0,0,12,0,1,4,0
44,7,54,0,0,5,0,0,0,0
39,8,44,0,0,10,1,1,4,0
52,8,45,0,0,10,1,1,4,0
53,11,46,0,0,1,0,1,4,1
46,13,59,0,0,5,5,1,4,0
42,11,43,0,2000,7,0,1,4,1
60,7,30,0,0,8,4,0,4,0
76,13,39,0,0,8,4,1,4,0
48,8,52,0,0,12,0,1,4,1
54,15,45,0,0,5,0,1,4,1
47,14,64,0,0,0,0,0,4,1
76,10,60,0,0,12,4,0,4,0
50,7,60,0,0,12,6,1,0,0
73,12,63,0,0,7,0,1,0,0
49,11,45,0,0,10,6,1,4,0
41,9,33,0,0,10,6,1,4,0
45,9,56,0,0,8,1,1,4,0
70,13,36,0,0,10,0,0,4,0
57,10,25,0,0,2,1,0,4,0
46,13,50,0,0,2,1,0,4,0
43,9,48,0,0,10,0,1,1,0
46,11,27,0,0,1,0,1,4,0
52,9,44,0,0,1,0,1,4,1
59,14,42,0,0,3,0,1,0,1
51,16,43,0,0,1,0,0,4,1
57,10,48,0,0,1,0,1,4,1
59,8,57,0,0,4,0,1,4,0
63,11,49,0,0,0,4,1,4,1
45,12,31,0,0,5,0,1,4,1
59,8,35,0,0,10,6,1,4,0
79,10,44,0,0,5,5,1,4,0
50,5,27,0,0,2,4,0,4,0
64,13,34,0,0,0,1,0,4,0
34,12,38,0,0,6,6,1,4,0
80,5,34,0,0,8,0,1,0,0
46,13,30,99999,0,7,4,0,4,0
54,8,19,0,0,1,0,1,4,0
59,13,32,0,0,12,0,0,4,0
48,11,40,0,0,12,0,0,4,0
48,7,59,0,0,10,0,1,4,0
60,8,43,0,0,1,0,1,4,0
42,14,34,0,0,0,3,0,4,0
71,12,42,0,0,7,0,1,4,1
49,8,26,0,0,11,0,0,4,0
55,10,48,0,0,4,0,1,4,0
60,9,50,10000,0,5,4,1,4,0
80,8,50,0,0,12,0,1,4,0
38,9,29,0,0,11,0,1,4,0
46,12,38,0,0,1,6,0,4,0
51,5,33,15000,0,3,0,0,4,0
53,11,37,0,0,3,6,0,0,0
84,10,36,0,0,6,6,1,4,1
49,12,43,5000,0,13,6,0,4,0
68,8,46,0,0,12,4,1,4,0
90,10,30,0,0,7,0,0,4,0
56,8,24,0,0,7,0,0,4,0
59,11,38,0,0,1,0,1,4,1
60,9,43,0,0,0,4,1,4,1
46,14,20,0,0,13,0,0,0,0
44,10,44,0,0,6,0,1,2,0
38,8,13,0,0,1,4,1,4,0
62,3,57,0,0,0,6,0,4,0
51,11,39,0,0,4,0,1,4,0
50,6,32,0,0,2,6,1,4,0
42,12,32,0,0,3,0,1,4,1
50,10,29,0,0,9,0,1,4,0
80,7,35,0,0,2,6,1,4,0
46,10,41,0,0,1,1,1,4,0
31,7,36,0,0,1,6,1,4,0
39,8,41,0,0,0,6,1,4,0
57,11,35,0,0,4,6,1,4,0
45,8,44,0,0,4,1,0,4,0
64,9,54,99999,0,10,6,1,4,0
66,9,29,0,0,12,1,1,4,1
33,7,53,0,0,12,1,0,4,0
69,8,42,0,0,6,1,1,4,0
73,9,51,0,0,8,6,1,4,0
31,10,46,0,0,9,1,1,4,0
38,15,63,0,0,2,0,1,4,1
34,8,38,0,0,4,0,0,0,0
68,9,49,0,0,13,0,1,4,0
45,9,43,0,0,1,0,0,4,0
52,12,51,0,0,7,0,1,4,1
78,9,45,0,0,9,0,1,4,1
40,10,49,0,0,2,6,1,4,0
78,14,29,0,0,3,6,1,4,0
53,12,38,0,0,5,6,0,4,0
56,13,46,0,0,2,4,0,0,0
78,9,38,0,0,4,1,1,2,0
40,10,40,0,0,3,0,1,4,1
45,12,24,0,0,4,6,1,4,0
56,14,45,0,0,7,1,1,4,1
84,15,41,0,0,0,1,1,4,1
59,10,25,0,0,4,0,1,4,0
46,5,40,0,0,4,1,0,4,0
55,12,44,0,0,2,0,1,4,1
35,12,37,0,0,6,0,1,4,1
42,12,42,0,0,1,1,0,4,0
32,11,23,0,0,0,1,1,4,0
56,16,62,0,0,1,0,0,4,1
48,13,34,0,0,5,0,1,4,1
61,14,72,0,0,8,1,1,4,1
57,9,34,0,0,2,6,1,0,0
35,9,24,0,0,8,0,0,4,0
47,8,42,0,0,7,4,1,4,0
89,7,35,0,0,10,6,0,4,0
49,8,24,0,0,5,0,1,4,0
39,11,33,0,0,5,3,0,4,0
36,7,28,0,0,11,1,0,4,0
59,6,31,99999,0,11,0,1,4,0
46,11,48,0,0,1,0,1,4,0
58,11,52,0,0,2,2,0,4,0
36,12,28,0,0,5,0,1,4,0
48,11,42,0,0,2,0,0,4,0
52,13,28,0,0,3,1,0,4,0
65,8,46,0,0,10,0,0,4,1
58,14,47,0,0,13,0,1,4,1
45,11,48,0,0,2,0,1,4,1
56,7,36,0,0,4,6,0,4,0
60,13,50,0,0,1,0,0,4,1
35,11,39,0,0,0,5,1,4,1
37,10,54,0,0,0,0,1,4,1
52,13,23,0,0,2,4,1,0,1
48,13,29,0,0,2,0,1,4,1
70,11,48,0,0,6,0,1,4,1
51,6,12,0,0,0,0,1,4,0
56,12,13,0,0,6,4,1,0,0
42,8,64,0,0,8,0,1,4,0
38,12,46,0,0,1,6,0,4,0
66,12,39,0,0,3,0,1,4,1
69,11,40,0,0,5,1,1,4,0
54,10,56,0,0,9,6,0,4,1
45,12,29,0,0,4,0,1,4,0
59,14,41,0,0,10,6,1,4,1
53,14,57,0,0,6,3,0,4,0
75,9,51,0,0,6,0,0,4,0
47,11,18,0,0,2,0,0,4,0
32,11,27,0,0,5,0,1,4,0
49,7,67,0,0,5,1,1,0,0
40,11,54,0,0,8,4,1,4,0
57,9,43,0,0,6,0,0,4,0
74,8,46,0,0,3,4,1,2,0
39,9,32,0,0,5,0,0,4,0
29,5,40,0,0,0,6,0,4,0
34,9,33,25000,0,0,0,1,4,0
43,5,38,0,0,4,6,1,4,0
45,9,64,0,1500,0,4,1,4,0
66,5,44,0,0,13,0,0,4,0
34,12,43,0,0,5,6,1,4,1
54,11,36,0,0,4,0,1,2,0
46,13,52,0,0,6,0,1,4,1
49,8,40,0,0,9,4,0,4,0
50,10,30,0,0,2,6,1,4,0
45,9,27,0,0,10,6,1,4,0
42,9,36,0,0,6,6,1,4,0
45,11,46,0,0,6,0,1,4,1
42,11,21,0,0,2,0,1,4,1
68,10,62,0,0,0,4,1,4,0
69,8,32,0,0,8,0,1,4,0
55,13,36,0,0,3,0,0,4,0
36,11,45,0,0,2,0,0,0,0
45,12,28,0,0,8,0,1,4,0
47,12,46,0,0,6,0,1,4,1
64,11,36,0,0,3,0,1,4,1
46,12,33,0,0,1,4,0,4,0
72,9,41,0,0,13,6,1,4,0
50,8,30,0,0,11,0,0,0,0
63,8,34,0,0,10,4,1,4,0
43,14,48,0,0,8,4,0,4,0
46,8,41,0,0,4,0,0,4,0
39,10,46,0,1500,1,0,0,2,0
45,9,54,0,0,2,0,1,4,1
49,5,44,0,0,2,1,1,4,0
50,8,58,0,2000,0,0,0,4,1
51,10,60,0,0,0,4,1,4,1
33,8,57,0,0,0,6,1,4,0
39,10,22,7000,0,1,2,1,4,0
55,7,49,0,0,10,6,1,4,0
54,7,42,0,0,0,1,0,4,0
54,7,31,0,0,3,0,0,4,0
39,6,42,0,0,12,0,0,4,0
46,10,51,0,0,12,0,1,4,1
57,12,17,0,0,0,0,1,4,1
51,9,22,0,0,8,0,0,4,0
34,10,33,0,0,7,0,1,4,0
58,6,53,0,0,8,0,1,4,0
38,9,42,0,0,0,0,1,4,1
44,14,41,0,0,0,0,1,2,1
46,10,34,0,0,13,1,1,4,0
56,12,22,0,0,7,6,1,4,0
62,9,38,0,0,5,1,1,4,0
40,8,46,5000,0,4,0,0,0,0
49,9,28,0,0,6,6,1,4,0
65,12,50,0,0,2,4,0,2,0
72,9,45,0,0,10,1,1,4,0
81,12,38,0,0,2,0,1,4,1
56,8,55,0,0,4,2,0,4,0
36,14,41,0,0,8,6,0,4,0
65,12,34,0,0,10,0,0,4,0
46,13,48,0,0,0,6,1,4,0
90,9,44,0,0,8,6,1,4,0
50,12,32,0,0,5,1,1,4,1
34,9,34,15000,0,1,0,0,4,0
43,11,52,0,0,6,0,0,4,0
54,11,33,5000,0,5,0,1,4,0
39,9,29,0,0,1,0,0,4,1
54,11,43,0,0,5,0,0,4,1
43,9,54,99999,1000,0,6,1,4,1
56,5,40,0,0,6,0,1,4,0
31,11,57,0,0,6,4,1,4,0
90,9,45,0,0,4,1,0,4,0
39,10,33,0,0,6,0,0,4,0
45,8,50,0,0,8,0,1,0,0
55,9,66,0,0,1,0,1,4,1
27,10,29,0,0,1,0,1,0,0
77,8,37,0,0,4,0,1,4,0
57,11,63,0,0,5,0,0,4,0
55,10,40,0,0,0,0,0,0,0
75,11,46,0,0,9,1,1,4,1
59,14,64,0,0,7,4,1,2,0
74,15,37,0,0,8,4,1,4,1
71,12,48,0,0,0,4,1,4,1
48,11,40,0,0,0,0,1,4,0
35,14,38,0,0,12,6,0,4,0
51,12,32,0,0,0,1,1,4,0
24,12,54,0,0,8,0,1,4,1
55,7,35,0,0,3,6,0,4,0
42,10,46,0,0,13,0,0,4,0
40,10,36,0,0,1,6,1,4,0
52,7,27,0,0,0,6,1,4,0
57,15,38,99999,0,3,6,1,4,1
53,9,60,0,0,0,0,1,4,1
50,7,34,0,0,9,3,1,4,0
41,16,37,0,0,7,6,1,4,1
37,8,32,0,0,11,4,1,4,0
55,8,42,5000,0,5,4,0,4,0
36,10,47,0,0,4,6,0,4,0
34,11,38,0,0,3,0,1,4,1
90,9,31,0,0,9,4,1,4,0
72,12,40,0,500,5,0,1,4,1
41,8,41,0,0,7,6,1,4,0
56,8,22,0,0,5,0,1,4,0
55,15,42,0,0,2,1,0,4,0
41,11,52,0,0,6,5,1,4,0
31,8,28,0,0,1,0,0,4,0
48,11,38,0,0,7,0,1,4,1
54,8,43,0,0,2,6,0,4,0
51,7,29,5000,0,3,0,0,4,0
58,9,25,0,0,0,1,1,4,0
54,7,34,0,0,12,4,0,4,0
58,10,33,7000,0,0,4,1,0,0
73,10,49,0,0,4,0,1,0,0
51,8,17,0,0,7,0,1,0,0
48,10,50,0,0,0,4,0,4,0
49,10,29,0,0,1,0,0,4,0
70,8,45,0,0,10,1,1,4,0
42,7,55,7000,0,1,6,0,4,0
63,7,68,0,0,1,0,1,4,1
52,13,36,0,0,2,4,0,4,0
60,7,41,25000,0,0,4,1,4,0
32,10,31,0,0,8,6,0,4,0
47,10,42,0,0,1,0,1,4,1
48,10,48,0,1500,0,4,1,0,0
26,11,19,0,0,0,4,1,4,0
39,9,55,0,0,7,6,1,4,0
73,9,39,0,0,12,6,0,4,0
41,7,23,0,0,2,1,1,4,0
68,10,51,0,0,10,0,1,4,1
83,11,59,0,0,10,4,0,4,0
41,9,52,0,0,4,0,0,0,0
34,13,51,10000,500,4,4,0,4,0
27,8,25,0,0,3,0,0,4,0
58,10,46,0,0,6,6,1,4,0
75,11,37,0,0,10,0,1,4,1
40,15,35,0,0,7,1,0,4,0
90,9,47,0,1500,2,1,1,4,0
73,11,35,0,0,5,4,1,4,0
54,7,39,0,0,10,0,0,4,0
55,7,51,0,0,7,6,0,4,0
82,14,59,0,0,1,5,0,4,1
42,11,40,0,0,12,6,1,4,0
33,9,43,0,2500,3,0,1,4,0
69,13,29,0,0,0,4,1,4,0
39,11,37,7000,0,0,0,1,4,1
43,10,71,0,0,11,4,1,2,0
57,8,42,0,0,13,6,1,4,0
63,8,49,0,0,2,0,1,0,0
59,11,32,0,0,1,0,1,4,1
83,13,68,0,0,0,2,1,2,1
49,14,32,0,0,9,3,1,4,1
54,7,30,0,0,4,1,1,4,0
40,9,31,0,0,2,0,1,4,1
65,13,46,0,0,2,6,1,2,1
77,7,20,0,0,5,0,1,4,1
34,11,45,0,0,3,0,1,2,0
52,10,43,0,0,2,4,1,4,0
53,10,28,0,0,0,0,0,0,0
26,15,30,25000,0,8,0,1,4,1
51,10,32,0,0,2,6,1,4,0
42,10,53,0,0,9,0,1,4,0
65,15,73,0,0,4,0,0,4,1
38,13,38,0,0,11,0,1,4,0
60,11,52,0,0,3,0,1,4,1
58,4,47,0,0,4,1,1,4,0
55,12,26,0,0,5,6,0,0,0
49,9,34,0,0,4,6,1,4,1
82,12,46,0,0,11,0,0,4,1
63,9,56,0,0,0,0,1,4,1
43,7,41,0,0,0,0,1,4,0
54,11,47,0,0,8,0,1,4,1
59,11,49,0,0,12,0,1,4,0
58,8,23,0,2000,12,6,1,4,0
54,11,9,0,0,0,6,0,4,1
37,11,47,25000,0,4,4,1,4,0
70,6,51,0,0,4,1,1,0,0
49,9,25,0,2000,7,0,1,0,0
46,8,66,0,0,1,1,0,4,0
90,9,37,0,0,4,0,0,4,0
66,9,47,0,0,3,0,1,4,0
45,8,41,0,0,1,6,1,4,0
45,15,53,99999,0,3,6,1,0,1
70,11,37,0,0,6,0,0,4,0
25,8,46,0,0,6,4,1,4,0
40,9,25,0,0,5,0,1,4,0
45,10,41,0,0,5,4,0,4,0
59,8,29,0,0,4,6,1,0,0
41,3,58,0,0,0,0,1,4,0
52,8,57,0,0,4,0,1,4,0
53,13,33,0,0,12,1,1,4,1
65,16,50,7000,0,0,0,1,4,1
55,12,33,0,0,12,0,0,4,1
48,11,38,0,0,3,0,0,4,0
50,9,24,0,0,0,0,0,4,0
71,12,14,0,0,1,1,1,4,0
63,11,45,0,0,5,6,0,4,0
39,10,36,0,0,5,0,1,4,0
71,15,34,0,1500,1,4,1,4,1
30,12,37,0,0,3,1,1,4,0
56,10,32,0,0,1,0,1,4,0
76,10,41,0,0,3,0,0,4,0
70,12,23,0,0,2,6,0,4,0
48,7,40,99999,0,2,0,1,4,0
46,9,42,0,0,9,6,1,4,0
40,7,41,0,0,1,0,0,4,0
48,4,32,0,0,3,0,0,4,0
40,10,39,0,0,0,6,1,2,0
67,13,41,0,0,11,4,1,4,1
44,11,43,0,0,13,4,0,4,0
39,14,46,0,0,0,0,1,2,1
38,15,21,0,0,5,2,1,4,1
41,11,44,0,0,2,0,1,4,1
64,10,31,0,0,11,6,0,4,0
38,13,43,0,1500,0,5,1,4,0
31,9,43,0,0,12,0,0,4,0
43,9,38,0,0,1,0,1,4,1
80,6,32,2000,0,6,0,0,4,0
51,12,25,0,0,0,3,0,4,0
30,11,34,0,0,8,1,0,4,0
50,12,26,0,0,0,1,0,4,0
45,11,32,0,0,4,4,1,0,0
25,11,18,10000,0,4,0,0,4,0
44,6,32,0,500,7,0,1,0,0
63,13,33,0,0,5,0,1,4,1
53,10,32,0,0,10,6,1,4,0
53,11,29,0,0,5,6,1,0,0
30,8,56,0,0,7,0,1,4,1
49,8,50,0,0,3,6,1,0,0
51,11,27,0,0,9,0,1,4,0
30,11,35,0,0,7,0,1,4,0
67,13,63,0,0,5,0,1,4,1
63,9,25,0,0,1,0,1,0,0
40,7,48,0,0,5,0,1,4,0
46,16,36,0,0,2,0,0,4,1
39,14,35,0,0,2,1,0,4,0
57,10,33,0,0,0,0,1,4,0
45,10,53,1000,0,4,6,1,0,0
87,8,32,0,0,3,0,1,4,0
46,6,56,0,0,5,6,0,4,0
53,13,49,0,0,4,1,1,4,0
31,13,27,0,0,8,6,1,4,0
38,7,32,0,2000,2,4,1,4,0
34,10,40,5000,0,3,1,0,1,0
28,10,30,0,0,2,1,1,2,0
57,5,51,0,0,1,0,1,3,0
37,9,44,0,0,10,4,1,0,0
45,12,37,0,0,1,6,1,4,0
72,7,57,0,0,2,0,0,4,0
45,8,36,0,0,10,0,1,4,1
59,9,51,0,0,0,1,1,4,1
52,11,31,0,0,1,5,0,4,0
41,10,33,15000,0,6,1,0,4,0
54,12,47,0,0,3,0,0,4,0
62,9,33,0,0,11,6,1,4,0
90,13,35,0,0,6,0,1,4,1
74,8,48,0,0,12,6,1,4,0
61,9,48,0,0,7,0,0,0,0
39,7,40,0,0,10,0,1,4,0
45,11,23,0,0,3,0,0,4,1
41,9,52,0,0,8,4,0,4,0
42,10,23,0,0,1,6,1,4,0
38,9,64,0,0,1,0,1,4,1
60,11,57,0,0,6,1,1,4,0
55,7,59,0,0,3,1,1,4,0
71,9,38,0,0,8,1,0,4,0
39,12,52,0,0,11,0,0,4,1
40,10,64,0,0,9,1,1,4,0
64,13,49,0,0,3,6,1,4,1
50,8,40,0,0,7,4,1,4,0
33,9,40,10000,0,9,0,1,4,0
72,8,47,0,0,2,4,1,4,0
60,8,30,0,0,1,1,0,4,1
40,9,42,0,0,2,0,0,4,1
48,12,25,0,0,6,0,1,4,1
58,8,19,0,0,5,1,1,4,0
30,14,37,0,0,11,1,1,4,1
49,11,37,0,0,8,4,1,4,0
48,5,46,0,0,7,4,1,4,0
52,8,37,0,0,4,0,1,0,0
42,11,32,0,0,0,4,1,4,0
52,12,39,0,0,1,0,1,4,1
39,13,47,0,0,0,0,0,4,1
55,10,41,0,2000,4,0,1,4,1
50,9,26,2000,0,10,0,1,4,0
68,15,35,0,0,4,0,1,4,1
36,11,38,0,0,0,6,1,4,0
49,11,48,0,0,0,0,0,4,0
58,15,46,10000,2000,4,0,1,4,1
55,12,37,0,0,12,6,1,4,0
85,6,46,0,0,12,6,1,4,0
59,7,55,0,0,7,6,1,0,0
40,11,53,0,0,0,1,1,4,0
57,6,29,0,0,4,0,1,4,0
55,14,27,0,0,11,0,1,4,1
52,10,32,0,0,11,0,0,4,0
54,14,22,0,0,1,4,1,4,1
53,11,37,0,0,0,0,1,4,1
62,10,38,0,0,8,4,1,4,0
39,7,39,0,0,4,0,1,4,0
77,6,23,0,500,6,0,1,2,0
